driver,month,spec,n_files,n_lines,driver_commit,submodule_sha
PHPLIB,2025-11,server-selection,73,1981,f2cfbc29,08ba029d
PHPLIB,2025-11,sessions,7,1834,f2cfbc29,08ba029d
PHPLIB,2025-11,transactions,40,16665,f2cfbc29,08ba029d
PHPLIB,2025-11,transactions-convenient-api,10,2027,f2cfbc29,08ba029d
PHPLIB,2025-11,unified-test-format,318,6323,f2cfbc29,08ba029d
PHPLIB,2025-11,uri-options,11,1305,f2cfbc29,08ba029d
PHPLIB,2025-11,versioned-api,6,1088,f2cfbc29,08ba029d
PHPLIB,2025-12,auth,2,705,81613be9,192976b1
PHPLIB,2025-12,change-streams,9,4011,81613be9,192976b1
PHPLIB,2025-12,client-side-encryption,220,53740,81613be9,192976b1
PHPLIB,2025-12,client-side-operations-timeout,28,20635,81613be9,192976b1
PHPLIB,2025-12,collection-management,6,482,81613be9,192976b1
PHPLIB,2025-12,command-logging-and-monitoring,25,2936,81613be9,192976b1
PHPLIB,2025-12,connection-monitoring-and-pooling,35,1704,81613be9,192976b1
PHPLIB,2025-12,connection-string,8,1256,81613be9,192976b1
PHPLIB,2025-12,crud,189,18682,81613be9,192976b1
PHPLIB,2025-12,gridfs,8,1152,81613be9,192976b1
PHPLIB,2025-12,index-management,7,535,81613be9,192976b1
PHPLIB,2025-12,initial-dns-seedlist-discovery,53,467,81613be9,192976b1
PHPLIB,2025-12,load-balancers,8,1533,81613be9,192976b1
PHPLIB,2025-12,max-staleness,32,965,81613be9,192976b1
PHPLIB,2025-12,mongodb-handshake,1,54,81613be9,192976b1
PHPLIB,2025-12,open-telemetry,22,2008,81613be9,192976b1
PHPLIB,2025-12,read-write-concern,8,807,81613be9,192976b1
PHPLIB,2025-12,retryable-reads,45,12102,81613be9,192976b1
PHPLIB,2025-12,retryable-writes,35,6198,81613be9,192976b1
PHPLIB,2025-12,run-command,2,660,81613be9,192976b1
PHPLIB,2025-12,server-discovery-and-monitoring,224,16036,81613be9,192976b1
PHPLIB,2025-12,server-selection,98,2627,81613be9,192976b1
PHPLIB,2025-12,sessions,7,1834,81613be9,192976b1
PHPLIB,2025-12,transactions,40,16665,81613be9,192976b1
PHPLIB,2025-12,transactions-convenient-api,10,2027,81613be9,192976b1
PHPLIB,2025-12,unified-test-format,318,6323,81613be9,192976b1
PHPLIB,2025-12,uri-options,11,1305,81613be9,192976b1
PHPLIB,2025-12,versioned-api,6,1088,81613be9,192976b1
PHPLIB,2026-01,auth,2,705,c651f048,08d7132a
PHPLIB,2026-01,change-streams,9,4011,c651f048,08d7132a
PHPLIB,2026-01,client-side-encryption,220,53740,c651f048,08d7132a
PHPLIB,2026-01,client-side-operations-timeout,28,20635,c651f048,08d7132a
PHPLIB,2026-01,collection-management,6,482,c651f048,08d7132a
PHPLIB,2026-01,command-logging-and-monitoring,25,3059,c651f048,08d7132a
PHPLIB,2026-01,connection-monitoring-and-pooling,35,1704,c651f048,08d7132a
PHPLIB,2026-01,connection-string,8,1256,c651f048,08d7132a
PHPLIB,2026-01,crud,189,18682,c651f048,08d7132a
PHPLIB,2026-01,gridfs,8,1152,c651f048,08d7132a
PHPLIB,2026-01,index-management,7,535,c651f048,08d7132a
PHPLIB,2026-01,initial-dns-seedlist-discovery,53,467,c651f048,08d7132a
PHPLIB,2026-01,load-balancers,8,1533,c651f048,08d7132a
PHPLIB,2026-01,max-staleness,32,965,c651f048,08d7132a
PHPLIB,2026-01,mongodb-handshake,1,55,c651f048,08d7132a
PHPLIB,2026-01,open-telemetry,22,2008,c651f048,08d7132a
PHPLIB,2026-01,read-write-concern,8,807,c651f048,08d7132a
PHPLIB,2026-01,retryable-reads,45,12102,c651f048,08d7132a
PHPLIB,2026-01,retryable-writes,35,6198,c651f048,08d7132a
PHPLIB,2026-01,run-command,2,660,c651f048,08d7132a
PHPLIB,2026-01,server-discovery-and-monitoring,226,16199,c651f048,08d7132a
PHPLIB,2026-01,server-selection,98,2627,c651f048,08d7132a
PHPLIB,2026-01,sessions,7,1834,c651f048,08d7132a
PHPLIB,2026-01,transactions,40,16665,c651f048,08d7132a
PHPLIB,2026-01,transactions-convenient-api,10,2027,c651f048,08d7132a
PHPLIB,2026-01,unified-test-format,318,6323,c651f048,08d7132a
PHPLIB,2026-01,uri-options,11,1305,c651f048,08d7132a
PHPLIB,2026-01,versioned-api,6,1088,c651f048,08d7132a
PHPLIB,2026-02,auth,2,711,62e226d6,99704fa8
PHPLIB,2026-02,change-streams,9,4011,62e226d6,99704fa8
PHPLIB,2026-02,client-side-encryption,220,53740,62e226d6,99704fa8
PHPLIB,2026-02,client-side-operations-timeout,28,20635,62e226d6,99704fa8
PHPLIB,2026-02,collection-management,6,482,62e226d6,99704fa8
PHPLIB,2026-02,command-logging-and-monitoring,25,3059,62e226d6,99704fa8
PHPLIB,2026-02,connection-monitoring-and-pooling,35,1704,62e226d6,99704fa8
PHPLIB,2026-02,connection-string,8,1256,62e226d6,99704fa8
PHPLIB,2026-02,crud,189,18682,62e226d6,99704fa8
PHPLIB,2026-02,gridfs,8,1152,62e226d6,99704fa8
PHPLIB,2026-02,index-management,7,535,62e226d6,99704fa8
PHPLIB,2026-02,initial-dns-seedlist-discovery,53,467,62e226d6,99704fa8
PHPLIB,2026-02,load-balancers,8,1533,62e226d6,99704fa8
PHPLIB,2026-02,max-staleness,32,965,62e226d6,99704fa8
PHPLIB,2026-02,mongodb-handshake,1,55,62e226d6,99704fa8
PHPLIB,2026-02,open-telemetry,22,2008,62e226d6,99704fa8
PHPLIB,2026-02,read-write-concern,8,807,62e226d6,99704fa8
PHPLIB,2026-02,retryable-reads,45,12102,62e226d6,99704fa8
PHPLIB,2026-02,retryable-writes,35,6198,62e226d6,99704fa8
PHPLIB,2026-02,run-command,2,660,62e226d6,99704fa8
PHPLIB,2026-02,server-discovery-and-monitoring,226,16199,62e226d6,99704fa8
PHPLIB,2026-02,server-selection,100,2685,62e226d6,99704fa8
PHPLIB,2026-02,sessions,7,1834,62e226d6,99704fa8
PHPLIB,2026-02,transactions,40,16665,62e226d6,99704fa8
PHPLIB,2026-02,transactions-convenient-api,10,2027,62e226d6,99704fa8
PHPLIB,2026-02,unified-test-format,318,6323,62e226d6,99704fa8
PHPLIB,2026-02,uri-options,11,1305,62e226d6,99704fa8
PHPLIB,2026-02,versioned-api,6,1088,62e226d6,99704fa8
PHPLIB,2026-03,auth,2,711,79430725,290ee489
PHPLIB,2026-03,change-streams,9,4011,79430725,290ee489
PHPLIB,2026-03,client-backpressure,4,3984,79430725,290ee489
PHPLIB,2026-03,client-side-encryption,220,53740,79430725,290ee489
PHPLIB,2026-03,client-side-operations-timeout,28,20686,79430725,290ee489
PHPLIB,2026-03,collection-management,6,482,79430725,290ee489
PHPLIB,2026-03,command-logging-and-monitoring,25,3059,79430725,290ee489
PHPLIB,2026-03,connection-monitoring-and-pooling,35,1704,79430725,290ee489
PHPLIB,2026-03,connection-string,8,1256,79430725,290ee489
PHPLIB,2026-03,crud,189,18682,79430725,290ee489
PHPLIB,2026-03,gridfs,8,1152,79430725,290ee489
PHPLIB,2026-03,index-management,7,535,79430725,290ee489
PHPLIB,2026-03,initial-dns-seedlist-discovery,53,467,79430725,290ee489
PHPLIB,2026-03,load-balancers,8,1533,79430725,290ee489
PHPLIB,2026-03,max-staleness,32,965,79430725,290ee489
PHPLIB,2026-03,mongodb-handshake,1,55,79430725,290ee489
PHPLIB,2026-03,open-telemetry,22,2008,79430725,290ee489
PHPLIB,2026-03,read-write-concern,8,807,79430725,290ee489
PHPLIB,2026-03,retryable-reads,45,12102,79430725,290ee489
PHPLIB,2026-03,retryable-writes,35,6198,79430725,290ee489
PHPLIB,2026-03,run-command,2,660,79430725,290ee489
PHPLIB,2026-03,server-discovery-and-monitoring,230,16647,79430725,290ee489
PHPLIB,2026-03,server-selection,108,2917,79430725,290ee489
PHPLIB,2026-03,sessions,7,1834,79430725,290ee489
PHPLIB,2026-03,transactions,44,17546,79430725,290ee489
PHPLIB,2026-03,transactions-convenient-api,10,2027,79430725,290ee489
PHPLIB,2026-03,unified-test-format,318,6323,79430725,290ee489
PHPLIB,2026-03,uri-options,12,1332,79430725,290ee489
PHPLIB,2026-03,versioned-api,6,1088,79430725,290ee489
PHPLIB,2026-04,auth,2,711,12e56461,7039e699
PHPLIB,2026-04,change-streams,9,4044,12e56461,7039e699
PHPLIB,2026-04,client-backpressure,4,3434,12e56461,7039e699
PHPLIB,2026-04,client-side-encryption,223,54199,12e56461,7039e699
PHPLIB,2026-04,client-side-operations-timeout,28,20686,12e56461,7039e699
PHPLIB,2026-04,collection-management,6,482,12e56461,7039e699
PHPLIB,2026-04,command-logging-and-monitoring,25,3059,12e56461,7039e699
PHPLIB,2026-04,connection-monitoring-and-pooling,35,1704,12e56461,7039e699
PHPLIB,2026-04,connection-string,8,1256,12e56461,7039e699
PHPLIB,2026-04,crud,189,18682,12e56461,7039e699
PHPLIB,2026-04,gridfs,8,1152,12e56461,7039e699
PHPLIB,2026-04,index-management,7,535,12e56461,7039e699
PHPLIB,2026-04,initial-dns-seedlist-discovery,53,467,12e56461,7039e699
PHPLIB,2026-04,load-balancers,8,1533,12e56461,7039e699
PHPLIB,2026-04,max-staleness,32,965,12e56461,7039e699
PHPLIB,2026-04,mongodb-handshake,1,55,12e56461,7039e699
PHPLIB,2026-04,open-telemetry,22,2008,12e56461,7039e699
PHPLIB,2026-04,read-write-concern,8,807,12e56461,7039e699
PHPLIB,2026-04,retryable-reads,45,12102,12e56461,7039e699
PHPLIB,2026-04,retryable-writes,35,6198,12e56461,7039e699
PHPLIB,2026-04,run-command,2,660,12e56461,7039e699
PHPLIB,2026-04,server-discovery-and-monitoring,230,16647,12e56461,7039e699
PHPLIB,2026-04,server-selection,108,2917,12e56461,7039e699
PHPLIB,2026-04,sessions,7,1834,12e56461,7039e699
PHPLIB,2026-04,transactions,44,17522,12e56461,7039e699
PHPLIB,2026-04,transactions-convenient-api,10,2027,12e56461,7039e699
PHPLIB,2026-04,unified-test-format,320,6353,12e56461,7039e699
PHPLIB,2026-04,uri-options,12,1358,12e56461,7039e699
PHPLIB,2026-04,versioned-api,6,1088,12e56461,7039e699
PHPLIB,2026-05,auth,2,711,12e56461,7039e699
PHPLIB,2026-05,change-streams,9,4044,12e56461,7039e699
PHPLIB,2026-05,client-backpressure,4,3434,12e56461,7039e699
PHPLIB,2026-05,client-side-encryption,223,54199,12e56461,7039e699
PHPLIB,2026-05,client-side-operations-timeout,28,20686,12e56461,7039e699
PHPLIB,2026-05,collection-management,6,482,12e56461,7039e699
PHPLIB,2026-05,command-logging-and-monitoring,25,3059,12e56461,7039e699
PHPLIB,2026-05,connection-monitoring-and-pooling,35,1704,12e56461,7039e699
PHPLIB,2026-05,connection-string,8,1256,12e56461,7039e699
PHPLIB,2026-05,crud,189,18682,12e56461,7039e699
PHPLIB,2026-05,gridfs,8,1152,12e56461,7039e699
PHPLIB,2026-05,index-management,7,535,12e56461,7039e699
PHPLIB,2026-05,initial-dns-seedlist-discovery,53,467,12e56461,7039e699
PHPLIB,2026-05,load-balancers,8,1533,12e56461,7039e699
PHPLIB,2026-05,max-staleness,32,965,12e56461,7039e699
PHPLIB,2026-05,mongodb-handshake,1,55,12e56461,7039e699
PHPLIB,2026-05,open-telemetry,22,2008,12e56461,7039e699
PHPLIB,2026-05,read-write-concern,8,807,12e56461,7039e699
PHPLIB,2026-05,retryable-reads,45,12102,12e56461,7039e699
PHPLIB,2026-05,retryable-writes,35,6198,12e56461,7039e699
PHPLIB,2026-05,run-command,2,660,12e56461,7039e699
PHPLIB,2026-05,server-discovery-and-monitoring,230,16647,12e56461,7039e699
PHPLIB,2026-05,server-selection,108,2917,12e56461,7039e699
PHPLIB,2026-05,sessions,7,1834,12e56461,7039e699
PHPLIB,2026-05,transactions,44,17522,12e56461,7039e699
PHPLIB,2026-05,transactions-convenient-api,10,2027,12e56461,7039e699
PHPLIB,2026-05,unified-test-format,320,6353,12e56461,7039e699
PHPLIB,2026-05,uri-options,12,1358,12e56461,7039e699
PHPLIB,2026-05,versioned-api,6,1088,12e56461,7039e699
